NAME,CAS-RN,DATE
Bos taurus gallstone,,2016.038
Pearl (hyriopsis cumingii),,2016.038
Royal jelly,8031-67-2,2017.562
Ostrea edulis shell,,2017.416
Jojoba oil,61789-91-1,2010.499
Avena sativa flowering top,,2010.249
Aloe vera flower,,2009.918
Angelica dahurica root,,2010.395
Centella asiatica,,1996.0
Aloe ferox leaf,,1998.293
Elm,,1997.803
Eucommia ulmoides bark,,2011.444
Stypocaulon scoparium,,2010.633
Panax ginseng fruit,,2012.126
Bird pepper,,2011.636
Calendula officinalis flower,,2004.418
Maclura tricuspidata whole,,2012.505
Momordica charantia fruit,,2012.104
Tribulus terrestris root,,2012.104
Rumex crispus whole,,1968.0
Swertia japonica whole flowering,,2011.493
Nardostachys chinensis whole,,2012.464
Simmondsia chinensis seed,,2012.648
Morus alba root bark,,2011.115
Rosemary,,2011.397
Ocimum tenuiflorum top,,2010.164
Salix alba bark,,1996.0
Indian frankincense,,2010.164
Turmeric,,2011.397
Tripterygium wilfordii whole,,2013.767
Carthamus tinctorius flower bud,,2010.37
Corydalis ambigua tuber,,2010.37
Lonicera caprifolium flower,,2010.37
Lagerstroemia indica whole,,2013.014
Phellinus linteus mycelium,,2012.995
Angelica archangelica root,,1996.656
Panax ginseng whole,,2011.375
Ginkgo biloba leaf oil,,2013.518
Panax ginseng root oil,,2013.896
Trametes versicolor fruiting body,,2013.334
Kaempferia galanga root,,2013.249
Larix sibirica wood,,2013.249
Rehmannia glutinosa root,,2013.518
Wormwood,,1955.0
Acorus calamus root,,2014.244
Eutrema japonicum whole,,2015.211
Styphnolobium japonicum flower bud,,2015.416
Reynoutria multiflora root,,2015.551
Panax quinquefolius whole,,2015.085
Arnica montana,8057-65-6,2015.482
Gambir,8001-48-7,2015.249
Mucuna pruriens seed,,2015.249
Erythroxylum catuaba bark,,2015.249
Epimedium grandiflorum top,,2015.249
Turnera diffusa leaf,,2015.249
Eleuthero,,2001.603
Panax notoginseng root,,2015.249
Tribulus terrestris fruit,,2015.249
Juglans regia shell,,2015.975
Green tea leaf,,2016.148
Camellia japonica seed oil,,2016.005
Meadowfoam seed oil,153065-40-8,2008.836
Argan oil,,2015.668
Shea butter,194043-92-0,2016.087
Glycyrrhiza glabra,84775-66-6,1951.0
Lawsonia inermis leaf,,2016.087
Indigofera tinctoria leaf,,2016.087
Calendula officinalis whole,,2016.891
Tangerine peel,,2016.751
Pomegranate,,2013.501
Macadamia seed oil glycereth-8 esters,,2016.128
Magnolia kobus flowering top,,2016.418
Eucalyptus globulus leaf,,2011.288
Bambusa vulgaris top,,2016.5
Coconut oil,8001-31-8,2016.65
Grape seed oil,8016-21-5,2016.65
Apricot kernel oil,72869-69-3,2016.65
Schisandra chinensis fruit,,2016.65
Amber,9000-02-6,2016.038
Purslane,,2016.751
Chamaemelum nobile flower,,2016.751
Sunflower oil,8001-21-6,2014.836
Macadamia oil,,2014.836
Heterotheca inuloides flower,,2016.003
Inonotus obliquus fruiting body,,2017.003
Nelumbo nucifera flower,,2016.918
Hydrogenated coconut oil,84836-98-6,2017.003
Bergamot oil,8007-75-8,2017.107
Angelica sinensis root,,2016.251
Salvia miltiorrhiza root,,2016.251
Atractylodes lancea root oil,,2011.203
Scutellaria lateriflora,,1978.0
Prunus armeniaca seed,,2015.332
Chamaecyparis obtusa wood oil,,2016.246
Taraxacum officinale leaf,,2016.246
Arnica montana flower,,1980.0
Lonicera confusa flower,,2017.164
Forsythia suspensa fruit,,2017.164
Mentha arvensis top,,2017.164
Platycodon grandiflorus root,,2017.164
Citrus junos fruit,,2017.164
Equisetum arvense top,,1985.0
Inula helenium root,,2017.003
Usnea barbata,,2017.003
Azadirachta indica leaf,,2017.003
Zanthoxylum clava-herculis whole,,2017.003
Salix alba bark volatile oil,,2016.246
Apple fruit oil,,2016.246
Platycodon grandiflorus leaf,,2011.115
Chamomile,,1996.0
Tribulus terrestris,,2016.71
Tremella fuciformis whole,,2017.51
Saw palmetto,,1997.0
Rice bran,,2000.735
Moringa oleifera leaf,,2017.332
Rosa centifolia flower oil,,2017.167
Scutellaria baicalensis root,,2016.91
Garcinia gummi-gutta fruit,,1961.926
Ilex paraguariensis leaf,,2017.751
Chondrus crispus,,2017.852
Capsicum annuum whole,,2017.805
Typhonium giganteum whole,,2018.101
Phellodendron amurense bark,,2018.164
Mangostin,6147-11-1,2017.967
Melaleuca alternifolia leaf,,2016.631
Quercus acutissima whole,,2017.912
Pumice,1332-09-8,2018.164
Milk thistle,65666-07-1,1996.0
Chicory leaf,,2018.2
Palm oil,8002-75-3,2017.918
Camphor leaf oil,92201-50-8,2017.833
Influenza A virus A/Victoria/210/2009 X-187 (H3N2) hemagglutinin antigen (formaldehyde inactivated),,2010.605
Influenza B virus B/Brisbane/60/2008 hemagglutinin antigen (formaldehyde inactivated),,2009.54
Bordetella pertussis toxoid antigen (formaldehyde inactivated),,1992.637
Influenza A virus A/California/7/2009 (H1N1) live (attenuated) antigen,,2009.751
Influenza A virus A/Victoria/361/2011 (H3N2) live (attenuated) antigen,,2012.585
Influenza B virus B/Wisconsin/1/2010 live (attenuated) antigen,,2012.585
Influenza A virus A/California/7/2009 X-181 (H1N1) hemagglutinin antigen (formaldehyde inactivated),,2010.605
Human adenovirus e serotype 4 strain cl-68578 antigen,,2011.71
"Influenza A virus A/California/7/2009 X-179A (H1N1) hemagglutinin antigen (UV, formaldehyde inactivated)",,2010.575
Influenza A virus A/Hong Kong/4801/2014 (H3N2) recombinant hemagglutinin antigen,,2016.585
Influenza B virus B/Brisbane/60/2008 recombinant hemagglutinin antigen,,2016.585
Influenza A virus A/Michigan/45/2015 (H1N1) recombinant hemagglutinin antigen,,2017.534
Influenza A virus A/Slovenia/2903/2015 (H1N1) live (attenuated) antigen,,2017.649
Influenza A virus A/New caledonia/71/2014 (H3N2) live (attenuated) antigen,,2016.566
Neisseria meningitidis group a capsular oligosaccharide diphtheria crm197 protein conjugate antigen,,2010.137
Neisseria meningitidis group c capsular oligosaccharide diphtheria crm197 protein conjugate antigen,,2010.137
Neisseria meningitidis group w-135 capsular oligosaccharide diphtheria crm197 protein conjugate antigen,,2010.137
Neisseria meningitidis group y capsular oligosaccharide diphtheria crm197 protein conjugate antigen,,2010.137
"Influenza B virus B/Brisbane/60/2008 hemagglutinin antigen (UV, formaldehyde inactivated)",,2009.57
Vibrio cholerae CVD 103-HgR strain live antigen,1704499-30-8,1943.0
Influenza A virus A/California/7/2009 (H1N1)-like antigen (propiolactone inactivated),,2009.499
Influenza A virus A/Victoria/210/2009 X-187 (H3N2) antigen (formaldehyde inactivated),,2010.559
Influenza A virus A/South Dakota/6/2007 (H1N1) live (attenuated) antigen,,2009.542
Influenza A virus A/Uruguay/716/2007(H3N2) live (attenuated) antigen,,2009.542
Influenza A virus A/Perth/16/2009 (H3N2) live (attenuated) antigen,,2010.556
Influenza A virus A/Victoria/361/2011 IVR-165 (H3N2) antigen (formaldehyde inactivated),,2012.503
Influenza B virus B/Texas/6/2011 antigen (formaldehyde inactivated),,2012.503
Influenza A virus A/Texas/50/2012 X-223A (H3N2) antigen (formaldehyde inactivated),,2013.441
Influenza B virus B/Massachusetts/2/2012 antigen (formaldehyde inactivated),,2013.49
Influenza B virus B/Massachusetts/2/2012 BX-51B antigen (formaldehyde inactivated),,2013.441
Influenza A virus A/California/7/2009 X-181 (H1N1) antigen (formaldehyde inactivated),,2011.499
Influenza B virus B/Brisbane/9/2014 antigen (formaldehyde inactivated),,2015.899
Influenza A virus A/Hong Kong/4801/2014 X-263B (H3N2) antigen (formaldehyde inactivated),,2015.899
Influenza A virus A/Michigan/45/2015 X-275 (H1N1) antigen (formaldehyde inactivated),,2017.499
Influenza A virus A/Hong Kong/4801/2014 X-263B (H3N2) antigen (propiolactone inactivated),,2007.003
Influenza A virus A/Singapore/gp1908/2015 IVR-180 (H1N1) antigen (propiolactone inactivated),,2017.499
Influenza A virus A/Singapore/gp1908/2015 IVR-180 (H1N1) antigen (formaldehyde inactivated),,2017.499
"Influenza A virus A/Singapore/GP1908/2015 IVR-180 (H1N1) antigen (MDCK cell derived, propiolactone inactivated)",,2016.393
"Influenza A virus A/Singapore/GP2050/2015 (H3N2) antigen (MDCK cell derived, propiolactone inactivated)",,2016.393
"Influenza B virus B/Hong Kong/259/2010 antigen (MDCK cell derived, propiolactone inactivated)",,2016.393
"Influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen (MDCK cell derived, propiolactone inactivated)",,2016.5
"Influenza A virus A/Singapore/GP1908/2015 IVR-180 (H1N1) antigen (UV, formaldehyde inactivated)",,2017.515
"Influenza A virus A/Hong Kong/4801/2014 X-263B (H3N2) antigen (UV, formaldehyde inactivated)",,2016.5
Influenza A virus A/Singapore/GP1908/2015 IVR-180A (H1N1) antigen (propiolactone inactivated),,2011.537
Influenza B virus B/Brisbane/46/2015 antigen (propiolactone inactivated),,2011.537
Influenza B virus B/Phuket/3073/2013 BVR-1B antigen (propiolactone inactivated),,2016.743
Insulin-like growth factor II,67763-97-7,2015.995
Beroctocog alfa,9001-27-8,1978.622
L-Lactic acid,79-33-4,2006.142
DL-alpha-Tocopherol,10191-41-0,2000.167
DL-alpha tocopheryl acetate,52225-20-4,1880.003
Povidone K30,9003-39-8,1991.249
Acetylcysteine zinc,49793-39-7,2014.093
Acetylcysteine amide,38520-57-9,2014.003
Calcium phosphate dihydrate,7789-77-7,2010.956
Sodium ascorbate,134-03-2,1971.0
Calcium ascorbate,5743-27-1,1980.0
Magnesium ascorbate,15431-40-0,1982.0
Zinc ascorbate,331242-75-2,1988.0
Niacinamide ascorbate,1987-71-9,1994.0
Zinc acetate,557-34-6,1988.0
Ferrous gluconate,299-29-6,1940.0
Ferrous ascorbate,24808-52-4,1975.0
Ferrous fumarate,141-01-5,1958.0
Potassium triiodide,12298-68-9,2010.088
Zinc glycinate,14281-83-5,2011.0
Zinc carbonate,5263-02-5,2016.038
Manganese citrate,10060-26-1,1987.0
Sodium molybdate,7631-95-0,1988.0
Calcium magnesium potassium carbonate chloride hydroxide,1224727-39-2,2012.254
Potassium acetate,127-08-2,1966.0
Potassium sulfate,7778-80-5,1987.0
Potassium,7440-09-7,1966.0
"Sodium phosphate, dibasic",7558-79-4,1954.003
"Sodium phosphate, monobasic, unspecified form",,1954.003
"Sodium phosphate, dibasic, unspecified form",10140-65-5,1986.255
Sodium borate,1330-43-4,1931.0
Lithium hydroxide,1310-65-2,1986.386
Lithium citrate,919-16-4,1980.978
Lithium carbonate,554-13-2,1970.263
Acetate,71-50-1,2009.164
Mometasone furoate,83919-23-7,1987.329
Magnesium,7439-95-4,1966.0
Sodium cation,17341-25-2,2014.918
Aluminium phosphate,7784-30-7,2015.184
Aluminum acetate,139-12-8,1987.0
Tetraferric tricitrate decahydrate,,1989.0
Silver cation,14701-21-4,2020.221
Hydroxide ion,14280-30-9,2020.404
Phosphate ion,14265-44-2,2020.246
Chromium nicotinate,64452-96-6,1961.926
Zinc cation,23713-49-7,2019.836
Zinc chloride,7646-85-7,1984.0
Hydrocortisone acetate,50-03-3,1955.0
Hydrocortisone butyrate,13609-67-1,1987.153
Hydrocortisone cypionate,508-99-6,1955.356
Hydrocortisone probutate,72590-77-3,1997.162
Hydrocortisone valerate,57524-89-7,1992.0
Hydrocortisone succinate,2203-97-6,1955.321
Sulfate ion,14808-79-8,2017.499
Chloride ion,16887-00-6,2017.499
"Zinc sulfate, unspecified form",,2001.003
Gallium chloride Ga-67,,2008.142
Phosphorus P-32,14596-37-3,2012.467
Cupric cation,15158-11-9,2013.249
Dotatate,177943-88-3,2016.418
Peracetic acid,79-21-0,2018.332
Ethylhexylglycerin,70445-33-9,2018.548
Influenza A virus A/Singapore/INFIMH-16-0019/2016 NIB-104 (H3N2) antigen (formaldehyde inactivated),,2018.493
Influenza B virus B/Maryland/15/2016 BX-69A antigen (formaldehyde inactivated),,2018.493
"Influenza A virus A/Singapore/INFIMH-16-0019/2016 IVR-186 (H3N2) antigen (UV, formaldehyde inactivated)",,2018.493
"Influenza B virus B/Maryland/15/2016 BX-69A antigen (UV, formaldehyde inactivated)",,2018.493
Andexanet alfa,1262449-58-0,2018.367
Magnolia kobus bark,,2018.332
Kale,,2018.332
Sophora flavescens root,,2018.321
Lavender oil,8000-28-0,1997.559
Brown iron oxide,52357-70-7,2018.31
Ivosidenib,1448347-49-6,2018.551
Cobalt,7440-48-4,1994.0
Lecanemab,1260393-98-3,2023.016
Patisiran,1420706-45-1,2018.616
Segesterone acetate,7759-35-5,2019.603
Plantago ovata seed,,2018.578
Citrus bioflavonoids,12002-36-7,1964.0
Influenza A virus A/Singapore/INFIMH-16-0019/2016 IVR-186 (H3N2) antigen (formaldehyde inactivated),,2018.493
Bambusa arundinacea stem,,2018.57
Caprylyl glycol,1117-86-8,2018.332
Anemarrhena asphodeloides root,,2018.332
Influenza B virus B/Maryland/15/2016 antigen (formaldehyde inactivated),,2015.899
Influenza A virus A/Singapore/INFIMH-16-0019/2016 IVR-186 (H3N2) antigen (propiolactone inactivated),,2011.537
Influenza B virus B/Maryland/15/2016 antigen (propiolactone inactivated),,2011.537
Influenza A virus A/Singapore/INFIMH-16-0019/2016 (H3N2) recombinant hemagglutinin antigen,,2018.493
Influenza B virus B/Maryland/15/2016 recombinant hemagglutinin antigen,,2018.493
Lanadelumab,1426055-14-2,2018.647
Edetate calcium disodium anhydrous,62-33-9,1994.0
Edetate disodium anhydrous,139-33-3,2006.359
"Influenza A virus A/Victoria/361/2011 IVR-165 (H3N2) antigen (UV, formaldehyde inactivated)",,2012.552
"Influenza B virus B/Hubei-Wujiagang/158/2009 BX-39 antigen (UV, formaldehyde inactivated)",,2012.552
"Influenza A virus A/Texas/50/2012 X-223A (H3N2) antigen (UV, formaldehyde inactivated)",,2013.499
"Influenza B virus B/Massachusetts/2/2012 BX-51B antigen (UV, formaldehyde inactivated)",,2013.499
Influenza A virus A/Texas/50/2012 (H3N2) live (attenuated) antigen,,2013.537
Influenza B virus B/Massachusetts/2/2012 live (attenuated) antigen,,2013.537
"Influenza A virus A/Victoria/361/2011 IVR-165 (H3N2) antigen (MDCK cell derived, propiolactone inactivated)",,2012.915
"Influenza B virus B/Wisconsin/1/2010) antigen (MDCK cell derived, propiolactone inactivated)",,2012.915
Influenza B virus B/Hubei-Wujiagang/158/2009 BX-39 antigen (formaldehyde inactivated),,2012.552
"Influenza A virus A/Victoria/210/2009 X-187 (H3N2) antigen (UV, formaldehyde inactivated)",,2011.499
"Influenza A virus A/California/7/2009 X-181 (H1N1) antigen (UV, formaldehyde inactivated)",,2011.499
"Serum, horse",,1947.367
"Influenza A virus A/Victoria/210/2009 X-187 (H3N2) hemagglutinin antigen (UV, formaldehyde inactivated)",,2010.575
Influenza A virus A/Uruguay/716/2007(H3N2) antigen (formaldehyde inactivated),,2009.499
Influenza A virus A/Brisbane/59/2007 (H1N1) antigen (formaldehyde inactivated),,2009.499
Influenza A virus A/Uruguay/716/2007(H3N2) hemagglutinin antigen (formaldehyde inactivated),,2009.54
Influenza A virus A/Brisbane/59/2007 (H1N1) hemagglutinin antigen (formaldehyde inactivated),,2009.54
Influenza A virus A/Uruguay/716/2007(H3N2) antigen (propiolactone inactivated),,2009.499
Influenza A virus A/Brisbane/59/2007(H1N1) antigen (propiolactone inactivated),,2009.499
Sodium phosphate tribasic dodecahydrate,10101-89-0,2018.616
Prednisolone phosphate,302-25-0,1986.405
Methylprednisolone hemisuccinate,2921-57-5,1959.252
Dexamethasone acetate,1177-87-3,2011.592
Chloramphenicol palmitate,530-43-8,2009.512
Prezatide copper,89030-95-5,2013.805
Calcium polycarbophil,126040-58-2,1986.89
Adenovirus type 7 vaccine live,,2011.71
Chamaecyparis obtusa leaf,,2018.584
Centella asiatica leaf,,2018.647
Sambucus nigra flower,,2018.647
Rosemary oil,8000-25-7,1997.559
Ginger oil,8007-08-7,2010.164
Willow bark,,1995.0
Turmeric oil,,2010.164
Atractylodes lancea root,,2010.233
Beef liver,,1972.661
Influenza A virus A/Singapore/INFIMH-16-0019/2016 (H3N2) live (attenuated) antigen,,2018.608
Influenza B virus B/Colorado/06/2017 live (attenuated) antigen,,2018.608
"Influenza A virus A/Brisbane/59/2007(H1N1) hemagglutinin antigen (UV,formaldehyde inactivated)",,2009.57
"Influenza A virus A/Uruguay/716/2007(H3N2) hemagglutinin antigen (UV,formaldehyde inactivated)",,2009.57
Damoctocog alfa pegol,1363853-26-2,2018.663
Sodium metavanadate,13718-26-8,1999.088
Dexamethasone metasulfobenzoate,16978-57-7,1967.0
Ceramide AP,212070-45-6,2024.087
Ceramide NG,2304-80-5,2023.263
Cemiplimab,1801342-60-8,2018.742
Camponotus pennsylvanicus,,1981.707
"Smallpox (Vaccinia) Vaccine, Live",,2007.666
Elapegademase,1709806-75-6,2018.762
Inotersen,1492984-65-2,2018.762
Larotrectinib,1223403-58-4,2018.904
Emapalumab,1709815-23-5,2018.888
Cefamandole nafate,57268-80-1,1979.0
Riboflavin tetrabutyrate,752-56-7,2018.888
Calaspargase pegol,941577-06-6,2019.74
Tagraxofusp,2055491-00-2,2019.049
Ceftobiprole medocaril,376653-43-9,2008.672
Turoctocog alfa pegol,1309086-46-1,2019.137
Phenolsulfonic acid,98-67-9,1996.669
Hyaluronidase,9001-54-1,1955.0
Luteinizing hormone,9002-67-9,1980.0
Polymyxin B,1404-26-8,1951.559
Avenanthramides,,2019.164
Spirulina platensis,,2019.107
Olea europaea leaf,,2018.918
Lauryl glucoside,27836-64-2,2019.066
Ephedra sinica stem,,2018.868
Polygala tenuifolia root,,2018.868
Polygala senega root,,1952.0
Racephedrine,90-81-3,1996.0
Solriamfetol,178429-62-4,2019.463
Agrostis gigantea top,,1975.041
Catfish,,1972.661
Remdesivir,1809249-37-3,2020.792
Risankizumab,1612838-76-2,2019.31
Etrasimod,1206123-37-6,2023.8
Pegzilarginase,1659310-95-8,2024.525
Tofersen,2088232-70-4,2023.315
Diroximel fumarate,1577222-14-0,2019.827
Piflufolastat F 18,1207181-29-0,2021.4
Isatuximab,1461640-62-9,2020.169
Ripretinib,1442472-39-0,2020.372
Filgotinib,1206161-97-8,2020.959
Relatlimab,1673516-98-7,2022.211
Brolucizumab,1531589-13-5,2019.767
Cefiderocol,1225208-94-5,2020.085
Oliceridine,1401028-24-7,2020.601
Vibegron,1190389-15-1,2020.995
Inclisiran,1639324-58-5,2021.107
Imetelstat,868169-64-6,2024.432
Mirikizumab,1884201-71-1,2023.468
Flortaucipir F-18,1522051-90-6,2020.407
Rozanolixizumab,1584645-37-3,2023.485
Mavacamten,1642288-47-8,2022.323
Tislelizumab,1858168-59-8,2024.202
Ritlecitinib,1792180-81-4,2023.512
Motixafortide,664334-36-5,2023.688
Somatrogon,1663481-09-1,2022.145
Trastuzumab deruxtecan,1826843-81-5,2019.97
Margetuximab,1350624-75-7,2021.041
Abrocitinib,1622902-68-4,2022.055
Voxelotor,1446321-46-5,2019.901
Casimersen,1422958-19-7,2021.153
Umbralisib,1532533-67-7,2021.099
Pegunigalsidase alfa,1644392-61-9,2023.356
Sutimlimab,2049079-64-1,2022.096
Eflapegrastim,1384099-30-2,2022.797
Viltolarsen,2055732-84-6,2020.617
Avacopan,1346623-17-3,2021.797
Daridorexant,1505484-82-1,2022.266
Zanubrutinib,1691249-45-2,2019.871
Toripalimab,1924598-82-2,2023.822
Tafasitamab,1422527-84-1,2020.596
Aprocitentan,1103522-45-7,2024.219
Givosiran,1639325-43-1,2019.948
Volanesorsen,915430-78-3,2019.337
Omidenepag isopropyl,1187451-19-9,2022.729
Tezepelumab,1572943-04-4,2021.962
Upadacitinib,1310726-60-3,2019.625
Somapacitan,1338578-34-9,2021.301
Gefapixant,1015787-98-0,2023.91
Pemigatinib,1513857-77-6,2020.295
Vamorolone,13209-41-1,2023.896
Zolbetuximab,1496553-00-4,2024.003
Ropeginterferon alfa-2b,1335098-50-4,2020.959
Tepotinib,1100598-32-0,2021.093
Futibatinib,1448169-71-8,2023.093
Apadamtase alfa,2086325-24-6,2023.858
Avacincaptad pegol,1613641-69-2,2023.633
Tirzepatide,2023788-19-2,2022.364
Pozelimab,2096328-94-6,2023.63
Dasiglucagon,1544300-84-6,2021.26
Avapritinib,1703793-34-3,2020.025
Bulevirtide,2012558-47-1,2020.959
Nemolizumab,1476039-58-3,2024.617
Imlifidase,1947415-68-0,2020.959
Tovorafenib,1096708-71-2,2024.331
Efgartigimod alfa,1821402-21-4,2021.962
Crizanlizumab,1690318-25-2,2019.874
Pertussis vaccine,,1922.0
Inavolisib,2060571-02-8,2024.787
Tebentafusp,1874157-95-5,2022.071
Faricimab,1607793-29-2,2022.077
Risdiplam,1825352-65-5,2020.601
Ubrogepant,1374248-77-7,2019.978
Nattokinase,133876-92-3,2024.847
Evinacumab,1446419-85-7,2021.115
Xanomeline,131986-45-3,2024.74
Tilmanocept,1185986-76-8,2020.959
Menaquinone,1182-68-9,2024.087
Elranatamab,2408850-14-4,2023.622
Danicopan,1903768-17-1,2024.243
Pafolacianine,1628423-76-6,2021.912
Mosunetuzumab,1905409-39-3,2022.49
Trilaciclib,1374743-00-6,2021.118
Elexacaftor,2216712-66-0,2019.805
Vericiguat,1350653-20-1,2021.088
Fucoxanthin,3351-86-8,2024.087
Belzutifan,1672668-24-4,2021.616
Benzhydrocodone,1259440-61-3,2019.49
Cinoxate,104-28-9,1986.0
Iscotrizinol,154702-15-5,2022.411
Octyl triazone,88122-99-0,2014.003
Zanidatamab,2169946-15-8,2024.888
Haemagglutinin-strain B (Victoria-like),,2014.789
Haemagglutinin-strain B (Yamagata-like),,2014.789
Haemagglutinin-strain A(H3N2),,1992.0
Haemagglutinin-strain A(H1N1),,1992.0
Alloin,8015-61-0,1979.0
Frangula purshiana bark,8015-89-2,1951.0
Zirconium chloride hydroxide,10119-31-0,1988.0
Resorcinol monoacetate,102-29-4,1975.0
Fish liver oil,8009-00-5,1971.0
Haemagglutinin-strain B,,1992.0
Modified vaccinia ankara,,2015.455
"Vibrio cholerae Inaba 6973 El Tor biotype, formalin inactivated",,2003.288
"Vibrio cholerae Inaba 48 classical biotype, heat inactivated",,2003.288
"Vibrio cholerae Ogawa 50 classical biotype, heat inactivated",,2003.288
"Vibrio cholerae Ogawa 50 classical biotype, formalin inactivated",,2003.288
Zuranolone,1632051-40-1,2023.833
Edotreotide gallium Ga-68,2101630-92-4,2019.668
Influenza A virus A/Brisbane/02/2018 IVR-190 (H1N1) antigen (propiolactone inactivated),,2016.743
Influenza A virus A/Kansas/14/2017 X-327 (H3N2) antigen (propiolactone inactivated),,2016.743
Baccharis sarothroides whole,,1981.707
Amaranthus hybridus pollen,,1981.707
Acacia dealbata pollen,,1981.707
"Influenza A virus A/Idaho/07/2018 (H1N1) antigen (MDCK cell derived, propiolactone inactivated",,2016.393
"Influenza A virus A/Indiana/08/2018 (H3N2) antigen (MDCK cell derived, propiolactone inactivated)",,2016.393
"Influenza B virus B/Singapore/INFTT-16-0610/2016 antigen (MDCK cell derived, propiolactone inactivated)",,2016.393
"Influenza B virus B/Iowa/06/2017 antigen (MDCK cell derived, propiolactone inactivated)",,2016.393
Alnus serrulata pollen,,1981.707
Prosopis velutina seed,,1981.707
Gibberella fujikuroi,,1981.707
Mucor circinelloides f. circinelloides,,1981.707
Influenza A virus A/Switzerland/3330/2017 (H1N1) live (attenuated) antigen,,2019.679
Influenza A virus A/Kansas/14/2017 (H3N2) live (attenuated) antigen,,2019.679
Influenza A virus A/Brisbane/02/2018 IVR-190 (H1N1) antigen (formaldehyde inactivated),,2015.899
Influenza A virus A/Kansas/14/2017 X-327 (H3N2) antigen (formaldehyde inactivated),,2015.899
Influenza A virus A/Brisbane/02/2018 (H1N1) recombinant hemagglutinin antigen,,2019.499
Influenza A virus A/Kansas/14/2017 (H3N2) recombinant hemagglutinin antigen,,2019.499
"Influenza A virus A/Brisbane/02/2018 IVR-190 (H1N1) antigen (UV, formaldehyde inactivated)",,2019.501
"Influenza A virus A/Kansas/14/2017 X-327 (H3N2) antigen (UV, formaldehyde inactivated)",,2019.501
Cyd dengue virus serotype 1 live (attenuated) antigen,,2019.332
Cyd dengue virus serotype 2 live (attenuated) antigen,,2019.332
Cyd dengue virus serotype 3 live (attenuated) antigen,,2019.332
Cyd dengue virus serotype 4 live (attenuated) antigen,,2019.332
Mucor circinelloides f. lusitanicus,,1981.707
Eurotium amstelodami,,1981.707
Umirolimus,851536-75-9,2013.077
Onasemnogene abeparvovec,1922968-73-7,2019.395
Leucanthemum vulgare pollen,,1981.707
Trifolium pratense pollen,,1981.707
Silk sericin,1190590-38-5,2019.704
Madecassoside,34540-22-2,2019.627
Calcium sulfate,7778-18-9,2010.416
Colchiceine,477-27-0,2020.861
Cuprous chloride,7758-89-6,2013.348
Ferric chloride,7705-08-0,2013.348
Eucalyptus gum,9000-20-8,1985.0
Sea scallop,,1981.707
Northern brown shrimp,,1981.707
Rainbow trout,,1981.707
Yellowfin tuna,,1981.707
Atlantic mackerel,,1981.707
Pacific ocean perch,,1981.707
Myristica fragrans fruit,,1981.707
Pisum sativum whole,,1981.707
Skim milk,,1981.707
Black sea bass,,1981.707
Channel catfish,,1981.707
Atlantic halibut,,1965.003
Magnesium malate,869-06-7,1999.397
Zinc glycinate citrate,955009-96-8,2007.46
"24-Homo-1,25-dihydroxyvitamin D3",103656-40-2,2013.364
Zenocutuzumab,1969309-56-5,2024.926
Valoctocogene roxaparvovec,1819334-78-5,2022.701
Prednisolone acetate,52-21-1,1957.0
Adagrasib,2326521-71-3,2022.948
Sotorasib,2252403-56-6,2021.405
(12R)-12-hydroxyeicosapentaenoic acid,109430-12-8,2019.852
Exagamglogene autotemcel,,2023.937
Padeliporfin,759457-82-4,2020.964
Ethyl salicylate,118-61-6,1986.0
Cucurbita pepo subsp. ovifera whole,,1981.707
Golodirsen,1422959-91-8,2019.948
Brilliant blue G,6104-58-1,2020.0
"Ebola Zaire vaccine (live, attenuated)",,2019.967
Ferric maltol,33725-54-1,2020.975
Cashew fruit,,1981.707
"Coffea arabica seed, roasted",,1981.707
Lactuca sativa whole,,1981.707
Field mushroom,,1981.707
White mustard seed,,1981.707
Hydrolyzed soy protein,68607-88-5,2019.247
Theobroma cacao whole,,1981.707
(4-(trifluoromethoxy)phenyl)urea,82971-90-2,2019.408
Muskmelon,,1981.707
American hazelnut,,1981.707
Musa acuminata fruit,,1981.707
Previtamin D(3),1173-13-3,2016.251
Fennel,,1995.0
Ferric derisomaltose,1345510-43-1,2018.795
Influenza B virus B/Washington/02/2019 antigen (formaldehyde inactivated),,2019.748
Influenza A virus A/South Australia/34/2019 IVR-197 (H3N2) antigen (formaldehyde inactivated),,2019.748
Spesolimab,2097104-58-8,2022.668
Dostarlimab,2022215-59-2,2021.307
Zilucoplan,1841136-73-9,2024.008
Calcium oxide,1305-78-8,2020.221
Carbomer,9007-20-9,2020.221
Moderna COVID-19 Vaccine,,2020.964
AstraZeneca COVID-19 Vaccine,2420395-83-9,2020.975
"2-chloro-4,5-dimethylphenol",1124-04-5,2020.243
"alpha,alpha-Dibromo-D-camphor",514-12-5,2019.668
Molnupiravir,2349386-89-4,2021.978
Myristyl glyceryl ether,1561-06-4,2020.268
Grapefruit oil,8016-20-4,2020.219
Vitamin K7,83-69-2,2020.104
Iodopropynyl butylcarbamate,55406-53-6,2020.284
Bacillus amyloliquefaciens,,2020.292
Silver oxide,20667-12-3,2020.295
Fezolinetant,1629229-37-3,2023.362
Lenacapavir,2189684-44-2,2022.66
Polyaminopropyl biguanide,133029-32-0,2020.246
Calcium undecylenate,1322-14-1,1994.0
Aluminum subacetate,142-03-0,1986.0
Neisseria meningitidis group A capsular polysaccharide tetanus toxoid conjugate antigen,,2020.311
